IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
64.130.53.252   | 7jei71fBzwkBkurfmjphbmAQPyXo4FnUcfWuvgkdi96a | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
104.204.141.91  | 66gZK7gVrkGg7aqsz4nHmzX9x9h5FBnvDFNuQ8JQZ4hN | 8000   | 8003  | 8009     | none                  | 2.3.13  | 2142755730
64.130.42.71    | BBEyr6gLwDxXtWoYCvHN8RbSt7CSfy8Czgb9VogwNUWQ | 8001   | 8004  | 8010     | none                  | 3.0.0   | 688298317
185.189.45.177  | GVu33VaUABXuM1RkLyLJWU9nhDhdr6ejgWg8BE5N9TQL | 7001   | 12002 | 12008    | none                  | 3.0.10  | 3604001754
45.146.160.40   | EtWRML3s92RvbS84zmsYCxrt7G9Ltce5v17BN8Rk89J7 | 8001   | 10004 | 10010    | none                  | 2.3.6   | 3640012085
64.130.55.62    | 2tswi4jAf8akQhpXgYnazamGPyXNkCv35Su54o3GyHkB | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3640012085
15.204.20.178   | CjKNfjU5jt66ViZqcGfgrk5BUnaA32i8gcd2s9VgU5F  | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
51.81.25.227    | DxuxcBqwQTvK3ifvWHJt42bJH3nap6QNnUCDQHqTx6yi | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
216.144.245.202 | GS3ZxAt5nmiwNynzhR618aTDvQkQ7aqa66yj8uPYjc39 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
57.129.36.133   | FXFkcy8LzBwQdBxCA3KFLgKunLyS7jhpzWupuwRo18Wr | 8001   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
208.91.110.207  | GUm77erPJfFyfWCy15tWU1panSs3gzj2P6oWnybXKwqm | 8001   | 8009  | 8015     | none                  | 3.0.7   | 3604001754
169.155.168.247 | 4DVEaUwAJJSPBCp837jhP7BXqH6ti9YLaR236oeVnq1W | 8001   | 8004  | 8010     | 169.155.168.247:8895  | 3.0.6   | 3604001754
64.137.45.198   | ZaHo982jgMfCxtwiLFPjvTWrnsRg1ZFnXAeJpXCXL7R  | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
51.81.170.95    | HHzMDnJQcYmH9Bf6vCRxwCKeDnuudqdL7KeiDmQpC2Rj | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.58.236   | BTJ6f8r4AoJhdNaAd24JNh4DHkbvFg2JKixThQ6PBcSY | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
67.213.126.95   | 8jB1GTqdH1dUooJQnStWbYaTBd5qHF1rnRbuzBJYHLWh | 8000   | 8003  | 8009     | 67.213.126.95:8899    | 3.0.6   | 3604001754
45.152.160.74   | 8NNe7128SMzNSyMS5x6jmWe3MUmSaGZYV82DiWn2Xv6e | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
64.31.58.167    | AtWqgkjvdDzn1zgjKMG5y8ZaicqHUmZjBKgQqX6RJYzs | 8001   | 8004  | 8010     | none                  | 3.0.2   | 3604001754
161.178.129.194 | DfQjcUtDw25M6khX3dxtquNxowgUW4bPpSAKfQn7Uzi2 | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
51.89.25.41     | AHszb9NVPzLUqqmWu9aEcS1AbVXpeCzgyAfBLRUaTkYK | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.40.13    | AiEzsSFXVHJHDVb7PeKbRcTnQXQsRoYj66yADBCUiPmC | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
154.30.2.47     | 8BLHZ5oniWNkDr2gCjDPZi5nAGucR2zMQiHtqYtaPWPw | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
51.195.31.110   | bXG5fu2DDT5K4xwDbLqyEmmvc7ikuYZvkMjEatVerS1  | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
84.32.103.42    | EtDyRZCRTN3iYoDGcN1JpuvQVsQvAXb8C7fS6EsEtDYc | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
208.115.205.110 | EnBriFkHbnEDCqJQBFZyu2MKvTBFReLrVkUzB78yfFJ3 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
45.76.20.64     | A1pHASAZXuR9EWexFBY9wttgp5xgLfwPjZYP7748fm8e | 8000   | 8003  | 8009     | none                  | 2.2.20  | 3073396398
185.191.117.161 | ATk65xnhhdyqHtg7vmLVq8EfCmcndTabtV7UcDtUma6Y | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
198.13.133.80   | AaFekhZ7tPFGseBfmzW8Zn4pFGEQZRFQTQ6FXur7U8SS | 8901   | 8002  | 8008     | 198.13.133.80:8899    | 3.0.10  | 3604001754
5.199.170.13    | HYxxsFqPr5a9hmXGD3etpLgqFd73tmxVtGGPcQxezkkM | 8026   | 8029  | 8035     | none                  | 3.0.10  | 3604001754
57.129.97.77    | 3QaiDRTfxTfHNsyLt1F6avVwvqTAwQnMLx763MzsRRgZ | 8001   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
51.38.92.203    | 9c9XtTwc4XSrWDLtZUoWqQ7B6u6GptYcSCAriP3RWPhS | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
77.244.252.232  | HReUSjoCH2cEc7kNNk4Pfwjij5Gb4FD83cehfgtXWgWT | 8001   | 8003  | 8009     | 77.244.252.232:8899   | 3.0.6   | 3604001754
8.210.136.54    | AahZZUKo8TYTwaep2z9561mRTECW6ckNJbAxZPKGTVP  | 8001   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
51.222.162.202  | GhWxqKuUjmXaz2fHNcoN6WUtjd5BikYyCjQqKbVMhVqG | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.63.25    | CXLEBYGTojtxTsW7EjYmUKqnjtr3CtJiMByGw25QACfw | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.49.135   | 9B5oyofhiTnVYfQUK2JyjEQkkyQQ4Hk8o5R1QsVJBaxM | 8000   | 8003  | 8009     | none                  | 2.3.7   | 3640012085
66.165.246.50   | 96q6KkgzxfsmwmqhiaxUyVEgzEWFZ32u2AiR2VjeCX69 | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
51.89.25.155    | GVFXzwy6XDhNdkYQUqE47WpNLucTkrrNtVoMSHto9WcB | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
91.199.149.216  | EMbTAAcM4zq1AeSKNtrRWfpNk22pXm4wUh4YtZMuzS3E | 8000   | 8003  | 8009     | 91.199.149.216:8899   | 3.0.10  | 3604001754
64.130.62.27    | Ghkf6NqxGtvwkw2ADr9FqS36tEYUQnUJGzgAVeGFKTAN | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3640012085
203.23.178.226  | 6MKwXjgowC32boucxD6wZZuKExsAuYxqFA5nSAxRNqwK | 8000   | 8003  | 8009     | none                  | 2.3.3   | 3640012085
5.39.218.135    | E4aFmTvAVrSpWnHe7SEfcCZAWFPEM3h7Ut4FidEKkySV | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
185.209.179.163 | GekmTyJqLutEWMrKMckT78Ee5iBVbMfkjUKmp3m3EuBL | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
82.163.195.20   | 3PqzpBbdozpuqLPDBF2j29gGGmC2TSyzujABFQXhKM9E | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.42.39    | EQpmKHv5Wgz5yVfJhy9KfnVoh9gCHEqeTCM6zrwjXQ8P | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.37.132   | HXoYvTb34SseJYbMvGyJTs9WWEYo4SDmCmWyuLxz8KzA | 9001   | 9004  | 9010     | none                  | 3.0.8   | 3604001754
104.204.141.93  | CsmhLHfFGNUouZbDjbseR5deqWKSBVju8p61KR5UwG4t | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
188.42.52.236   | FGAbPykD4W9XkAxhW2vQWFHX9Y1MugEzCJa32ERj7Z9L | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.115.223.7   | A4yg86RL1dCWhi7jwxve6jQ3nCcv6GBgThkMRRG8Ysta | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.41.218   | 8HhHang3t9hkLHMxmALitMbhTnRtatxZ7gj3vabdSpP7 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
2.58.59.30      | G5dzYQwBpMB91irx8h4k2A4vDTpXZdaRPp88DAmBXqi  | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
72.46.85.41     | E4SHtt94SHG4hNUogyWGcsjtqJAeyuCVq8ze9KrwasAt | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
40.160.32.79    | fhcTkyPs6msdPr7ZyBRCkDQ6vhrCqjnSB6CWS8NiX5w  | 8000   | 8003  | 8009     | none                  | 2.3.13  | 2142755730
64.31.42.173    | DW8XKBgjtWhPuMiviuvsQBLKvGB3cr3HHE4ZEMPREeg1 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
51.68.201.153   | 8a49ugKjJJEr2KezJ7bTAB5m8P31Z73UAudHZPaF5X7E | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
67.213.126.47   | DE1bawNcRJB9rVm3buyMVfr8mBEoyyu73NBovf2oXJsJ | 8001   | 8004  | 8010     | 67.213.126.47:8899    | 3.0.10  | 3604001754
5.135.193.158   | DSPDydiWwJhvjz2ewPAKxWa9mRFLHGEK39dJmNhtkSEe | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
162.19.142.208  | 3D6SLUayBHaSYcFfM2Kfd27BCeCNQuw28xTHAkFBhkgV | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
134.119.192.123 | 98LGnGhkxNDBttMmqqFwJbzShk3QhxB4GsZr5bowUZqD | 8000   | 8003  | 8009     | none                  | 2.3.9   | 2142755730
64.31.54.39     | 3vLLGjo18BY34mEgSLE74FTi3jN1fw7AK4qJXWgbDjGV | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
5.135.123.45    | GdEfQBjYyp9YS4zZNUsug5WKD64hyzP8W14ZC8LGMEFe | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
51.68.192.2     | 8Y5WCuRZBNP5QDHnjTXGGj5Q89BzSurp17NL9wgvkyiv | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
198.13.139.27   | 9tF8pstveA8hPUBEGmfcL7n879bePWaB8pfnYtdaYgmS | 8001   | none  | none     | none                  | 3.0.0   | 688298317
64.130.59.174   | zaTmYremmhFF3xqF4YwcRmJcWwVwFJ3339YqWAYZcgF  | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
204.16.244.147  | EwuwGPU51AbE7Ycro95eypM16E1omSBCynSo8VmZVtKJ | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
185.191.118.73  | 9mxqa51ZT7zUDgJcvTD8CCfTe3o8214CLduwvj6Vfagm | 8000   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
199.254.199.89  | HzzCxwDfnf819ZeN8ZoNiFy9ewDYAo9Gdzazp3hA5K46 | 8000   | none  | none     | none                  | 2.1.13  | 1725507508
18.199.218.239  | 5kVCgQdsGPcd4oMW6pSnHdK7drad5xX9Lokvz1BRzktF | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
141.98.219.74   | B5gQ485pLBuXvWB1xsZ3jdT1f78mKob8EmvSr3yGawja | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.115.248.254 | FYJebhHeyAe6HhP5fh9sxDWjfqPFRXN4uio2Moke3td9 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
74.50.78.30     | ENku7jLYgj3XrMGRK1hE26f8v3H2SM4fbNRoyHMS5XSV | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
64.130.52.174   | ARyTHFCf4x3aNHNDfKWhsZ26Cmm6NekT2vGhDAYmLyrL | 8001   | none  | none     | none                  | 3.0.8   | 3604001754
51.81.39.156    | 4fLP3tPyUDKuChogUKufijLfxzkLgfdFPW5Q97voQt4c | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
35.177.157.224  | EJCQx1fUuDzejJoz4T3uiEADpzHyvgjuMykyWSXNNmX5 | 8000   | none  | none     | none                  | 2.3.8   | 2255652435
84.32.186.200   | 43fMq1zNTphkxJiUF8rKKCwAe6VxL8FzwPXxdc37GUwG | 8701   | 9022  | 9028     | none                  | 3.0.10  | 3604001754
64.130.50.180   | 7aCz7QZFoSY3jb7FmpKzYASktbKdLEne6yDfKvBUCxL3 | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3640012085
51.68.135.203   | CDqA7h3orxQFRfhFCCf6JUGC9vZvfTpoSvbB8WTD9c1i | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.57.106   | BD7cij41b5dtt5J75cnGFpK9MDLr56fX5xHYcb2M1SdB | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
209.250.240.168 | DaAJkSgr77GeCgb6Kh1TaWvygsDeRtw1xZoS6TDTe9FX | 8000   | 8003  | 8009     | none                  | 2.3.7   | 3640012085
208.91.110.11   | BU5cw29sKCHqeE81GevLopLbgCP1rThxifbTgiGYmL5W | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
208.91.110.113  | 44XoJeTBWBcWPsZZ45Z7rbpEUHpqtpLrepnMLmK34Sub | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
5.39.218.153    | Cmd5Ddx81HY66Ggfa659EJfa4o7zycFqdjmHieESkWu1 | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
64.31.54.31     | 2tDrPobU4wiC3Vu7G38J8J9xnJoVqPDoHBQViSubyJcF | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
74.63.225.97    | CtMEzUtctYZq3YMybCXVBtG1jEvSPxTTf89sj2eo3ZsP | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
192.155.100.64  | 3SwsFRUXbjBQTvRE2kVK4kkwUnbVqP2bbB8Z4SJ9rvyR | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
64.31.24.58     | HgkVtigNzh9yFJAHjN8DQjzAv5f5c9qsk4DUnmu6E8c9 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
23.92.177.75    | 5gtF8SEFbgJp9pEh5vNXood7WL4yyV8xnymULKoz8rEE | 21610  | 11603 | 11609    | 23.92.177.75:21611    | 3.0.10  | 3604001754
74.63.207.30    | FLRXnXb9ZAy8uJxYZiCr453D2qebFZKyeBdewjBiMTRz | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
208.91.104.141  | J6hg3WfyCLBLeQZJAq8D56L2SNzFh44XrMip3dYwhXkv | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
185.209.177.223 | 7CaC3TrsmWb7yvxi72ARnxUgnbsmCfy7UmEqs49NxGj5 | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
51.75.32.60     | 5RFXa9GkoQrdB3ZBoHs86zzPEYpcbpKqEs36WAPYVGi6 | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
5.135.174.159   | 99jjfrjdMYdTFK6VLuvifUoDmP7HsnkKghsr7fxAx4TX | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
109.94.96.63    | B3FiAubCHnqnyUrFoNzySXQ4FPzK9KkwbGy88wquUc8i | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
44.193.29.73    | HC74nSuikXdnFN7C6rfkNZEiupbEVHfQxJcsLetXDU5H | 38000  | 38003 | 38009    | none                  | 3.0.6   | 3604001754
64.130.61.158   | 497RwqbvETsBYo8eDWxAm5BfvC9VdfEmzethTFDTvHkX | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.49.221   | 3E63NXz1ymB2VZ1ghStGMZ6rKqWbEba1nLNWkp2WmdmQ | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
23.88.17.216    | AFm9vvBgRvxRgwZ3xR858gaqHEJPZS7QNnSJAPMkyJ6j | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
54.199.238.187  | 4BhjSMdHJyGU7njX7LM5shu4i8t8VtnFwR18gpxY8uVW | 8000   | 8003  | 8009     | none                  | 2.3.7   | 3640012085
64.130.58.67    | JDLDyMzbB18W9AyMHQaHVD21JffpVxYsQNX4GT2S3Bym | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
64.130.57.115   | CixiKs4BR6wmtQrS4enYsmQaT9dmWu1vqzbBgmArw56g | 8000   | 8003  | 8009     | none                  | 2.3.5   | 3640012085
91.209.71.13    | 9sDui2BDVGET3237qFhy4da1aZa7GNaeAU9s8spHh7D4 | 8010   | 8013  | 8019     | none                  | 3.0.10  | 3604001754
64.130.62.219   | EVdL4LRTZ8frvzBab8iGtHJXJ7v8e2JVqHs6BQMaCPLa | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
64.130.62.21    | 9Wz6MDjpUiZvAYbFYZkpoa37FU62oBfQ1PHraGbZSLV  | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
51.75.164.182   | 5c6qyXERhjESkKYCT56HvFk85ougtAqDFXvtjNYmpnxo | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
92.205.32.91    | DNxA1JfLR4bJ2uJQfdn6UK4so8A8Ezp4z497EwTfd1R3 | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
64.130.33.46    | 4Mw2FHavUtWkvzNffvCV2XwKVr3bD6LmB9PgJaqTgA4h | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.51.101   | 9PRkNJpA6ZXugZHAAnRanQD5ohUmHNm6J1U6FzQvMTc5 | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
5.199.164.125   | BNdc3V2Z4gWhmMkyqVfkCR4Evy84TSi8omVkwKRShhZq | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.52.195   | FELapVCvibu66spwierjmsD8BYYi2umzFdtP5iycGAF4 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
89.238.223.198  | GvBiHdzqUD8o3PVUk7S2Zn66HuCnf6NffwgAyGtWBSv8 | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
18.179.58.169   | ErmzQp7XnRjxgcSnq839BQjgrcRYH5bKbSsgnWtJTQGP | 38000  | 38003 | 38009    | none                  | 2.3.8   | 2255652435
51.68.187.18    | 4wUXx5B8EvZD7BhWcREXqwWnvRsBEj9VK5ydcEUsyoAa | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
204.16.247.242  | 2L4mpwrshsChfszTbXanQF4X1YqPwdCP9Pp9EHAxKYMa | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
64.130.55.250   | rZPm3Q3vAWSiu6tS13XvSbw5E7aMEWpSW9mAKW3csnR  | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
72.251.11.45    | H65VjJ9wnSFhn25rUE5euMd2vaVTJPMCA5QuoX69cX32 | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
91.237.141.130  | 3RXsFmSoV8yHUkaiGZ7yKM4PvFHUaQrhQMbNpzNooh6D | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
198.13.139.10   | HYaqJVmNANs7WEZcgToe8dVeom4sY1jhVqj9ps6nrRxW | 8001   | none  | none     | none                  | 3.0.0   | 688298317
69.67.150.94    | 8ebMFmqPLcUAnH4TapixpxAYq3iVdJtaS1LCaWHJCHPm | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
185.191.117.163 | CdWFzkcPyzMM5kxyFZ6mT6VjyPEBfxMJwoKrWoQxbY6J | 8001   | 8003  | 8009     | 185.191.117.163:8899  | 3.0.8   | 3604001754
64.130.37.19    | dUMBgYUpSzJKMnecZsYwdtJe8Z55tSpLNCwXnoXqEiA  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
207.90.226.250  | A3tvUY5r1dHgi3VP35ByjES3wdAYtPB3Tn2quLnC9ocC | 8001   | 8004  | 8010     | 207.90.226.250:8899   | 2.3.6   | 3640012085
188.34.138.212  | 9KLuAkymmmfE1Kf9U1mzecyqwiYXN96xLsFgoMDdcK5v | 8000   | 8003  | 8009     | none                  | 2.3.11  | 2142755730
103.14.27.9     | 2ogtRQjdqFfP9nXr5wo4mc7QtUQwMgn4yTb1iN4PghHe | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
45.152.160.62   | EXsJCamTqHJqRqNaB4ZAszGpFw6psMsk9HfjkrrWwJBc | 8000   | none  | none     | none                  | 3.0.6   | 3604001754
208.91.110.154  | nytjsDkdZMVhRPHSCYKLFbsGN2UJbdHxxmtHk33j3vd  | 9001   | 9002  | 9008     | none                  | 0.712.30006| 3604001754
74.118.143.156  | FXejRLB3QzxKMBLK5saF8Ujzho1DxuPwXaW69RdSr9zT | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
64.130.54.76    | 7S8e7DAG5ZEKeTiDeGbzMvse1e5qZnG7CFLoKnjDaEF2 | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
64.130.37.239   | E25HZiU5tRbHBLTauei4tmwEedcnJw19KkXwxjBxBeSV | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.52.237   | 2JSxXzwLVHb9Y9Pmi9V9TDRRMqPgpGYV1pHoYx3B7fhb | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.41.185   | ZRX1aKY5xm1M4KMGTt761F7akaiymWtmgw6zDcUrV31  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
91.189.177.242  | CexwJcCDYXKmZuTEu8FiUzg8KzsYbVKVD9BosFqBGTnd | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
74.118.143.242  | A7Rfzck5XEvnw3vqXWGMqSRXv9XiFJtSKx1EjWJ4xyVT | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3640012085
51.89.24.65     | 67hB13xvoMWWr2D3RUzF1N9rtpjLRG8ugGsNbFAhcuuu | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
45.45.156.251   | 34sfv3gwVBZ4LxGemzjNz1q7zw2WMQ2hZEwGizQTsxoh | 8001   | 8004  | 8010     | 45.45.156.251:8899    | 3.0.10  | 3604001754
54.36.227.238   | F5299vyYFhiUiTQfDngSsjGA6tnk4uXaUzGCFoWz4QBo | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
18.201.169.111  | 3US6PR61yVyg9FM4GANu9gZ55VXQ7kAQTbDQANLTa3VE | 38000  | 38003 | 38009    | none                  | 3.0.6   | 3604001754
86.105.224.22   | DummyzDVWA2Wu8WFqanBqZTEj3hF9Ea5vJNBcjgDGiVX | 8201   | 8212  | 8218     | none                  | 3.0.6   | 3604001754
146.0.227.119   | 7eGwp3c9fyKxrbofA7aTLNBfWZ59i34aUY5qEH1aBXHT | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
129.153.143.82  | 69cP6NsLJHsgMGiSxvNHswUxCxVA8uDss4QZqWNAcMgY | 8001   | 8004  | 8010     | none                  | 2.3.3   | 3640012085
209.195.8.140   | 6z7EpU47PzcLJiC7iqD1ZRoxcenkp5DvKA3oCNV8pp2T | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
64.130.51.99    | 7gEQJLuP5q1PngAtXVbky9p62aT2cuw4iFioCgqqAB9k | 8001   | 8004  | 8010     | none                  | 2.3.7   | 3640012085
185.187.154.161 | 4QBFMmAZwYje56g21TPx2Lwmi2Enq1RCCMypsJE53UiV | 8000   | 8003  | 8009     | 185.187.154.161:8899  | 3.0.0   | 2900245688
64.130.52.227   | FUT9m5bDRbA7KZfgt65UB97KizZaNeCxPQRukZDTMNUw | 8000   | 8003  | 8009     | none                  | 2.2.16  | 3073396398
208.91.106.80   | 4xM5TtbjT712rc3DqnMjcGEnvgPzddR6QjD2762T4FLL | 8001   | 8004  | 8010     | none                  | 3.0.4   | 3604001754
193.118.169.110 | HxNiTtvQc48Wr6M4MuqUUPUcTDAVi5QcPBiSL7pwTZ2v | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
3.77.146.207    | HsGwDxxxmqbfgNVPBASN7GaUoU8U33uY4nncjLedf6Lf | 8800   | 8803  | 8809     | none                  | 3.0.10  | 3604001754
64.130.58.69    | 2kzR19hybDdRmh1RcjUx6wkiNAUWvwcLxUE4houEP5ka | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
64.130.33.169   | mcsXdSsykvtmVr2L76qXLYLi8Qc3H7Zo1mW73TLUvo5  | 8001   | 8004  | 8010     | none                  | 2.3.8   | 3640012085
64.130.51.110   | DPGdVJqxNMKSoRe9WAQ7TPLSRTfRjpyRb9u9hWdSbbbB | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
109.94.96.53    | Ec4Ek6RregBFHzZwZYun5s1DZPQkQL8SNGbQ7BJXn2Az | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.63.200   | E6r3abQLKN2fwJaVs599ksvMUxu4cmhmv58xJyo2WzSV | 8000   | 8003  | 8009     | none                  | 2.3.5   | 3640012085
208.91.107.6    | F4tUgsaiH6immPaGX5jqsVBexF9S72XiVox4Lpq4eWtr | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
51.38.95.135    | 4tLVLemt7tdJywVQ33bQtEFt6G7JGjme1c3T15vPhcMU | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
51.38.107.254   | Fp5ceWd6QFVLpAWTqSZr5861Lim4EF5Tgy99bXcvL7Nj | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
51.75.32.26     | 88jhow7c2RK8WvCd6Sn7P5GxyW6j6SPMDyF5gR6bU6aG | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
51.38.95.155    | EVgkHbWxcZWoPmG47jEpf4kaDR4CgUUVCtt5TGpRM2fV | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
109.94.96.51    | 5p7EHtFzpgfmTixT398fHFZeNN9Uq2Gf5oDH9zYdT7Us | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
64.130.43.42    | E2We5fVZRo6cW8q66XV4BQRFvXYWbT9r24bSTNC5MPSV | 8000   | 8003  | 8009     | none                  | 2.3.8   | 2255652435
208.91.109.49   | FPrfWryvJTkrXHu8JifE6eLL1LTqJ1BSsyBuqQTwzMYK | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
51.68.192.1     | 9wQb11Qes9UmKYJYNJoKR1xx5i2Bg3Tn8HiVxC1rzydt | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
45.139.132.166  | CKWWob2cNbdpEEVoNd4wxAz72onLwABMux7i44Em5ZKM | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
5.135.193.193   | DNzw5QKLJK3zkLTGTuA3k1EYuK6mupFWhN2x6kw9jsJF | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
